epoch,loss,image_size,batch_size,timesteps,time_emb_dim,learning_rate
1,0.099365234375,64,256,1000,1024,0.0002
2,0.0343017578125,64,256,1000,1024,0.0002
3,0.041839599609375,64,256,1000,1024,0.0002
4,0.032745361328125,64,256,1000,1024,0.0002
5,0.024322509765625,64,256,1000,1024,0.0002
6,0.0303802490234375,64,256,1000,1024,0.0002
7,0.0445556640625,64,256,1000,1024,0.0002
8,0.0297698974609375,64,256,1000,1024,0.0002
9,0.024169921875,64,256,1000,1024,0.0002
10,0.0350341796875,64,256,1000,1024,0.0002
11,0.024810791015625,64,256,1000,1024,0.0002
12,0.0136337280273437,64,256,1000,1024,0.0002
13,0.032806396484375,64,256,1000,1024,0.0002
14,0.029022216796875,64,256,1000,1024,0.0002
15,0.0122146606445312,64,256,1000,1024,0.0002
16,0.036376953125,64,256,1000,1024,0.0002
17,0.0164947509765625,64,256,1000,1024,0.0002
18,0.050506591796875,64,256,1000,1024,0.0002
19,0.026092529296875,64,256,1000,1024,0.0002
20,0.0186767578125,64,256,1000,1024,0.0002
21,0.060028076171875,64,256,1000,1024,0.0002
22,0.034149169921875,64,256,1000,1024,0.0002
23,0.0145339965820312,64,256,1000,1024,0.0002
24,0.0221710205078125,64,256,1000,1024,0.0002
25,0.044281005859375,64,256,1000,1024,0.0002
26,0.0243988037109375,64,256,1000,1024,0.0002
27,0.039520263671875,64,256,1000,1024,0.0002
28,0.021942138671875,64,256,1000,1024,0.0002
29,0.053375244140625,64,256,1000,1024,0.0002
30,0.0264892578125,64,256,1000,1024,0.0002
31,0.018310546875,64,256,1000,1024,0.0002
32,0.0148162841796875,64,256,1000,1024,0.0002
33,0.02142333984375,64,256,1000,1024,0.0002
34,0.0224609375,64,256,1000,1024,0.0002
35,0.0282135009765625,64,256,1000,1024,0.0002
36,0.0310821533203125,64,256,1000,1024,0.0002
37,0.021240234375,64,256,1000,1024,0.0002
38,0.0125198364257812,64,256,1000,1024,0.0002
39,0.0230865478515625,64,256,1000,1024,0.0002
40,0.027618408203125,64,256,1000,1024,0.0002
41,0.0154037475585937,64,256,1000,1024,0.0002
42,0.0304718017578125,64,256,1000,1024,0.0002
43,0.0225830078125,64,256,1000,1024,0.0002
44,0.04339599609375,64,256,1000,1024,0.0002
45,0.0202178955078125,64,256,1000,1024,0.0002
46,0.01397705078125,64,256,1000,1024,0.0002
47,0.0313720703125,64,256,1000,1024,0.0002
48,0.020477294921875,64,256,1000,1024,0.0002
49,0.0247039794921875,64,256,1000,1024,0.0002
50,0.0231781005859375,64,256,1000,1024,0.0002
51,0.024658203125,64,256,1000,1024,0.0002
52,0.018157958984375,64,256,1000,1024,0.0002
53,0.0310516357421875,64,256,1000,1024,0.0002
54,0.0238800048828125,64,256,1000,1024,0.0002
55,0.036712646484375,64,256,1000,1024,0.0002
56,0.0085220336914062,64,256,1000,1024,0.0002
57,0.023712158203125,64,256,1000,1024,0.0002
58,0.03082275390625,64,256,1000,1024,0.0002
59,0.025054931640625,64,256,1000,1024,0.0002
60,0.027557373046875,64,256,1000,1024,0.0002
61,0.0132522583007812,64,256,1000,1024,0.0002
62,0.0200042724609375,64,256,1000,1024,0.0002
63,0.017578125,64,256,1000,1024,0.0002
64,0.0282745361328125,64,256,1000,1024,0.0002
65,0.022674560546875,64,256,1000,1024,0.0002
66,0.025115966796875,64,256,1000,1024,0.0002
67,0.02362060546875,64,256,1000,1024,0.0002
68,0.03045654296875,64,256,1000,1024,0.0002
69,0.037811279296875,64,256,1000,1024,0.0002
70,0.0226287841796875,64,256,1000,1024,0.0002
71,0.0197906494140625,64,256,1000,1024,0.0002
72,0.016571044921875,64,256,1000,1024,0.0002
73,0.0274505615234375,64,256,1000,1024,0.0002
74,0.010589599609375,64,256,1000,1024,0.0002
75,0.043853759765625,64,256,1000,1024,0.0002
76,0.0244598388671875,64,256,1000,1024,0.0002
77,0.020477294921875,64,256,1000,1024,0.0002
78,0.0210113525390625,64,256,1000,1024,0.0002
79,0.0159759521484375,64,256,1000,1024,0.0002
80,0.0281982421875,64,256,1000,1024,0.0002
81,0.02459716796875,64,256,1000,1024,0.0002
82,0.0121307373046875,64,256,1000,1024,0.0002
83,0.04595947265625,64,256,1000,1024,0.0002
84,0.0286712646484375,64,256,1000,1024,0.0002
85,0.0241546630859375,64,256,1000,1024,0.0002
86,0.03497314453125,64,256,1000,1024,0.0002
87,0.01934814453125,64,256,1000,1024,0.0002
88,0.0227813720703125,64,256,1000,1024,0.0002
89,0.06201171875,64,256,1000,1024,0.0002
90,0.0135955810546875,64,256,1000,1024,0.0002
91,0.03155517578125,64,256,1000,1024,0.0002
92,0.0120697021484375,64,256,1000,1024,0.0002
93,0.0268402099609375,64,256,1000,1024,0.0002
94,0.0131912231445312,64,256,1000,1024,0.0002
95,0.031494140625,64,256,1000,1024,0.0002
96,0.019622802734375,64,256,1000,1024,0.0002
97,0.028656005859375,64,256,1000,1024,0.0002
98,0.021453857421875,64,256,1000,1024,0.0002
99,0.0125885009765625,64,256,1000,1024,0.0002
100,0.0293426513671875,64,256,1000,1024,0.0002
101,0.012939453125,64,256,1000,1024,0.0002
102,0.008758544921875,64,256,1000,1024,0.0002
103,0.0105743408203125,64,256,1000,1024,0.0002
104,0.0116500854492187,64,256,1000,1024,0.0002
105,0.034210205078125,64,256,1000,1024,0.0002
106,0.0200042724609375,64,256,1000,1024,0.0002
107,0.0350341796875,64,256,1000,1024,0.0002
108,0.0176849365234375,64,256,1000,1024,0.0002
109,0.0123138427734375,64,256,1000,1024,0.0002
110,0.0137863159179687,64,256,1000,1024,0.0002
111,0.023345947265625,64,256,1000,1024,0.0002
112,0.0182037353515625,64,256,1000,1024,0.0002
113,0.033294677734375,64,256,1000,1024,0.0002
114,0.022430419921875,64,256,1000,1024,0.0002
115,0.035980224609375,64,256,1000,1024,0.0002
116,0.0272369384765625,64,256,1000,1024,0.0002
117,0.02056884765625,64,256,1000,1024,0.0002
118,0.0243377685546875,64,256,1000,1024,0.0002
119,0.03143310546875,64,256,1000,1024,0.0002
120,0.0226287841796875,64,256,1000,1024,0.0002
121,0.02520751953125,64,256,1000,1024,0.0002
122,0.0122756958007812,64,256,1000,1024,0.0002
123,0.0149307250976562,64,256,1000,1024,0.0002
124,0.016204833984375,64,256,1000,1024,0.0002
125,0.031707763671875,64,256,1000,1024,0.0002
126,0.029388427734375,64,256,1000,1024,0.0002
127,0.0243377685546875,64,256,1000,1024,0.0002
128,0.0220794677734375,64,256,1000,1024,0.0002
129,0.0272369384765625,64,256,1000,1024,0.0002
130,0.0238800048828125,64,256,1000,1024,0.0002
131,0.0203704833984375,64,256,1000,1024,0.0002
132,0.01568603515625,64,256,1000,1024,0.0002
133,0.0360107421875,64,256,1000,1024,0.0002
134,0.01580810546875,64,256,1000,1024,0.0002
135,0.0211639404296875,64,256,1000,1024,0.0002
136,0.0301055908203125,64,256,1000,1024,0.0002
137,0.018157958984375,64,256,1000,1024,0.0002
138,0.01806640625,64,256,1000,1024,0.0002
139,0.0108108520507812,64,256,1000,1024,0.0002
140,0.03497314453125,64,256,1000,1024,0.0002
141,0.0128631591796875,64,256,1000,1024,0.0002
142,0.018707275390625,64,256,1000,1024,0.0002
143,0.02685546875,64,256,1000,1024,0.0002
144,0.0299072265625,64,256,1000,1024,0.0002
145,0.01983642578125,64,256,1000,1024,0.0002
146,0.01654052734375,64,256,1000,1024,0.0002
147,0.0174560546875,64,256,1000,1024,0.0002
148,0.015960693359375,64,256,1000,1024,0.0002
149,0.0228729248046875,64,256,1000,1024,0.0002
150,0.0152511596679687,64,256,1000,1024,0.0002
151,0.0133819580078125,64,256,1000,1024,0.0002
152,0.0177154541015625,64,256,1000,1024,0.0002
153,0.050384521484375,64,256,1000,1024,0.0002
154,0.015380859375,64,256,1000,1024,0.0002
155,0.0075531005859375,64,256,1000,1024,0.0002
156,0.029754638671875,64,256,1000,1024,0.0002
157,0.03485107421875,64,256,1000,1024,0.0002
158,0.0101470947265625,64,256,1000,1024,0.0002
159,0.0131149291992187,64,256,1000,1024,0.0002
160,0.02105712890625,64,256,1000,1024,0.0002
161,0.0308837890625,64,256,1000,1024,0.0002
162,0.01605224609375,64,256,1000,1024,0.0002
163,0.029632568359375,64,256,1000,1024,0.0002
164,0.0124893188476562,64,256,1000,1024,0.0002
165,0.022613525390625,64,256,1000,1024,0.0002
166,0.0264892578125,64,256,1000,1024,0.0002
167,0.02947998046875,64,256,1000,1024,0.0002
168,0.04168701171875,64,256,1000,1024,0.0002
169,0.0309906005859375,64,256,1000,1024,0.0002
170,0.0136260986328125,64,256,1000,1024,0.0002
171,0.0154190063476562,64,256,1000,1024,0.0002
172,0.0211639404296875,64,256,1000,1024,0.0002
173,0.0223388671875,64,256,1000,1024,0.0002
174,0.0223236083984375,64,256,1000,1024,0.0002
175,0.0430908203125,64,256,1000,1024,0.0002
176,0.02215576171875,64,256,1000,1024,0.0002
177,0.0235595703125,64,256,1000,1024,0.0002
178,0.020904541015625,64,256,1000,1024,0.0002
179,0.0118255615234375,64,256,1000,1024,0.0002
180,0.016357421875,64,256,1000,1024,0.0002
181,0.015289306640625,64,256,1000,1024,0.0002
182,0.0149383544921875,64,256,1000,1024,0.0002
183,0.03533935546875,64,256,1000,1024,0.0002
184,0.0273590087890625,64,256,1000,1024,0.0002
185,0.028594970703125,64,256,1000,1024,0.0002
