epoch,loss,image_size,batch_size,timesteps,time_emb_dim,learning_rate
1,0.79443359375,8,256,1000,256,0.0002
2,0.6669921875,8,256,1000,256,0.0002
3,0.61474609375,8,256,1000,256,0.0002
4,0.6103515625,8,256,1000,256,0.0002
5,0.5009765625,8,256,1000,256,0.0002
6,0.5107421875,8,256,1000,256,0.0002
7,0.5703125,8,256,1000,256,0.0002
8,0.483642578125,8,256,1000,256,0.0002
9,0.439453125,8,256,1000,256,0.0002
10,0.479248046875,8,256,1000,256,0.0002
11,0.407958984375,8,256,1000,256,0.0002
12,0.45703125,8,256,1000,256,0.0002
13,0.50439453125,8,256,1000,256,0.0002
14,0.40283203125,8,256,1000,256,0.0002
15,0.428955078125,8,256,1000,256,0.0002
16,0.47509765625,8,256,1000,256,0.0002
17,0.421630859375,8,256,1000,256,0.0002
18,0.322265625,8,256,1000,256,0.0002
19,0.40234375,8,256,1000,256,0.0002
20,0.4150390625,8,256,1000,256,0.0002
21,0.346435546875,8,256,1000,256,0.0002
22,0.4697265625,8,256,1000,256,0.0002
23,0.3388671875,8,256,1000,256,0.0002
24,0.427734375,8,256,1000,256,0.0002
25,0.427001953125,8,256,1000,256,0.0002
26,0.471923828125,8,256,1000,256,0.0002
27,0.37255859375,8,256,1000,256,0.0002
28,0.339599609375,8,256,1000,256,0.0002
29,0.3603515625,8,256,1000,256,0.0002
30,0.457763671875,8,256,1000,256,0.0002
31,0.407470703125,8,256,1000,256,0.0002
32,0.42724609375,8,256,1000,256,0.0002
33,0.421630859375,8,256,1000,256,0.0002
34,0.481201171875,8,256,1000,256,0.0002
35,0.3994140625,8,256,1000,256,0.0002
36,0.416259765625,8,256,1000,256,0.0002
37,0.42626953125,8,256,1000,256,0.0002
38,0.45263671875,8,256,1000,256,0.0002
39,0.449462890625,8,256,1000,256,0.0002
40,0.3759765625,8,256,1000,256,0.0002
41,0.35888671875,8,256,1000,256,0.0002
42,0.357177734375,8,256,1000,256,0.0002
43,0.369384765625,8,256,1000,256,0.0002
44,0.394287109375,8,256,1000,256,0.0002
45,0.35302734375,8,256,1000,256,0.0002
46,0.319580078125,8,256,1000,256,0.0002
47,0.4912109375,8,256,1000,256,0.0002
48,0.45947265625,8,256,1000,256,0.0002
49,0.4423828125,8,256,1000,256,0.0002
50,0.39892578125,8,256,1000,256,0.0002
51,0.442626953125,8,256,1000,256,0.0002
52,0.33642578125,8,256,1000,256,0.0002
53,0.42236328125,8,256,1000,256,0.0002
54,0.357666015625,8,256,1000,256,0.0002
55,0.408203125,8,256,1000,256,0.0002
56,0.462890625,8,256,1000,256,0.0002
57,0.363525390625,8,256,1000,256,0.0002
58,0.388916015625,8,256,1000,256,0.0002
59,0.406982421875,8,256,1000,256,0.0002
60,0.383544921875,8,256,1000,256,0.0002
61,0.359130859375,8,256,1000,256,0.0002
62,0.3466796875,8,256,1000,256,0.0002
63,0.44482421875,8,256,1000,256,0.0002
64,0.39990234375,8,256,1000,256,0.0002
65,0.3115234375,8,256,1000,256,0.0002
66,0.427734375,8,256,1000,256,0.0002
67,0.39013671875,8,256,1000,256,0.0002
68,0.455810546875,8,256,1000,256,0.0002
69,0.325439453125,8,256,1000,256,0.0002
70,0.444580078125,8,256,1000,256,0.0002
71,0.365234375,8,256,1000,256,0.0002
72,0.412841796875,8,256,1000,256,0.0002
73,0.4169921875,8,256,1000,256,0.0002
74,0.438720703125,8,256,1000,256,0.0002
75,0.482177734375,8,256,1000,256,0.0002
76,0.336669921875,8,256,1000,256,0.0002
77,0.40380859375,8,256,1000,256,0.0002
78,0.4306640625,8,256,1000,256,0.0002
79,0.475830078125,8,256,1000,256,0.0002
80,0.4619140625,8,256,1000,256,0.0002
81,0.41455078125,8,256,1000,256,0.0002
82,0.47802734375,8,256,1000,256,0.0002
83,0.445556640625,8,256,1000,256,0.0002
84,0.46240234375,8,256,1000,256,0.0002
85,0.3212890625,8,256,1000,256,0.0002
86,0.376708984375,8,256,1000,256,0.0002
87,0.3583984375,8,256,1000,256,0.0002
88,0.448974609375,8,256,1000,256,0.0002
89,0.425048828125,8,256,1000,256,0.0002
90,0.34716796875,8,256,1000,256,0.0002
91,0.44189453125,8,256,1000,256,0.0002
92,0.425537109375,8,256,1000,256,0.0002
93,0.424072265625,8,256,1000,256,0.0002
94,0.433349609375,8,256,1000,256,0.0002
95,0.344482421875,8,256,1000,256,0.0002
96,0.4345703125,8,256,1000,256,0.0002
97,0.4873046875,8,256,1000,256,0.0002
