epoch,loss,image_size,batch_size,timesteps,time_emb_dim,learning_rate
1,1.1572265625,8,64,1000,256,0.0002
2,1.0654296875,8,64,1000,256,0.0002
3,1.013671875,8,64,1000,256,0.0002
4,0.9150390625,8,64,1000,256,0.0002
5,0.90673828125,8,64,1000,256,0.0002
6,0.81005859375,8,64,1000,256,0.0002
7,0.73828125,8,64,1000,256,0.0002
8,0.71728515625,8,64,1000,256,0.0002
9,0.84423828125,8,64,1000,256,0.0002
10,0.837890625,8,64,1000,256,0.0002
11,0.7275390625,8,64,1000,256,0.0002
12,0.5869140625,8,64,1000,256,0.0002
13,0.65185546875,8,64,1000,256,0.0002
14,0.646484375,8,64,1000,256,0.0002
15,0.5859375,8,64,1000,256,0.0002
16,0.57861328125,8,64,1000,256,0.0002
17,0.568359375,8,64,1000,256,0.0002
18,0.615234375,8,64,1000,256,0.0002
19,0.482177734375,8,64,1000,256,0.0002
20,0.68505859375,8,64,1000,256,0.0002
