epoch,loss,image_size,batch_size,timesteps,time_emb_dim,learning_rate
1,1.3134765625,8,256,1000,256,0.0002
2,1.259765625,8,256,1000,256,0.0002
3,1.1904296875,8,256,1000,256,0.0002
4,1.1474609375,8,256,1000,256,0.0002
5,1.08203125,8,256,1000,256,0.0002
6,1.0625,8,256,1000,256,0.0002
7,1.0556640625,8,256,1000,256,0.0002
8,0.99169921875,8,256,1000,256,0.0002
9,0.97900390625,8,256,1000,256,0.0002
10,0.9951171875,8,256,1000,256,0.0002
11,0.90576171875,8,256,1000,256,0.0002
12,0.94287109375,8,256,1000,256,0.0002
13,0.9111328125,8,256,1000,256,0.0002
14,0.88525390625,8,256,1000,256,0.0002
15,0.8671875,8,256,1000,256,0.0002
16,0.83349609375,8,256,1000,256,0.0002
17,0.796875,8,256,1000,256,0.0002
18,0.787109375,8,256,1000,256,0.0002
19,0.7421875,8,256,1000,256,0.0002
20,0.78369140625,8,256,1000,256,0.0002
21,0.81591796875,8,256,1000,256,0.0002
22,0.71630859375,8,256,1000,256,0.0002
23,0.6796875,8,256,1000,256,0.0002
24,0.7490234375,8,256,1000,256,0.0002
25,0.6826171875,8,256,1000,256,0.0002
26,0.61279296875,8,256,1000,256,0.0002
27,0.67724609375,8,256,1000,256,0.0002
28,0.67333984375,8,256,1000,256,0.0002
29,0.64013671875,8,256,1000,256,0.0002
30,0.638671875,8,256,1000,256,0.0002
31,0.654296875,8,256,1000,256,0.0002
32,0.5732421875,8,256,1000,256,0.0002
33,0.66162109375,8,256,1000,256,0.0002
34,0.70166015625,8,256,1000,256,0.0002
35,0.611328125,8,256,1000,256,0.0002
36,0.53076171875,8,256,1000,256,0.0002
37,0.6259765625,8,256,1000,256,0.0002
38,0.59521484375,8,256,1000,256,0.0002
39,0.57763671875,8,256,1000,256,0.0002
40,0.640625,8,256,1000,256,0.0002
41,0.496337890625,8,256,1000,256,0.0002
42,0.56640625,8,256,1000,256,0.0002
43,0.564453125,8,256,1000,256,0.0002
44,0.51953125,8,256,1000,256,0.0002
45,0.54052734375,8,256,1000,256,0.0002
46,0.5791015625,8,256,1000,256,0.0002
47,0.49853515625,8,256,1000,256,0.0002
48,0.48046875,8,256,1000,256,0.0002
49,0.466552734375,8,256,1000,256,0.0002
50,0.498046875,8,256,1000,256,0.0002
51,0.490478515625,8,256,1000,256,0.0002
52,0.54736328125,8,256,1000,256,0.0002
53,0.439208984375,8,256,1000,256,0.0002
54,0.513671875,8,256,1000,256,0.0002
55,0.56884765625,8,256,1000,256,0.0002
56,0.4775390625,8,256,1000,256,0.0002
57,0.5078125,8,256,1000,256,0.0002
58,0.4462890625,8,256,1000,256,0.0002
59,0.449951171875,8,256,1000,256,0.0002
60,0.490966796875,8,256,1000,256,0.0002
61,0.48291015625,8,256,1000,256,0.0002
62,0.44384765625,8,256,1000,256,0.0002
63,0.47265625,8,256,1000,256,0.0002
64,0.439208984375,8,256,1000,256,0.0002
65,0.468017578125,8,256,1000,256,0.0002
66,0.478759765625,8,256,1000,256,0.0002
67,0.42529296875,8,256,1000,256,0.0002
68,0.443603515625,8,256,1000,256,0.0002
69,0.445068359375,8,256,1000,256,0.0002
70,0.47607421875,8,256,1000,256,0.0002
71,0.458740234375,8,256,1000,256,0.0002
72,0.443359375,8,256,1000,256,0.0002
73,0.432861328125,8,256,1000,256,0.0002
74,0.47705078125,8,256,1000,256,0.0002
75,0.449462890625,8,256,1000,256,0.0002
76,0.368408203125,8,256,1000,256,0.0002
77,0.51904296875,8,256,1000,256,0.0002
78,0.42919921875,8,256,1000,256,0.0002
79,0.463134765625,8,256,1000,256,0.0002
80,0.38330078125,8,256,1000,256,0.0002
81,0.4775390625,8,256,1000,256,0.0002
82,0.46337890625,8,256,1000,256,0.0002
83,0.489990234375,8,256,1000,256,0.0002
84,0.370849609375,8,256,1000,256,0.0002
85,0.4853515625,8,256,1000,256,0.0002
86,0.55908203125,8,256,1000,256,0.0002
87,0.4736328125,8,256,1000,256,0.0002
88,0.386962890625,8,256,1000,256,0.0002
89,0.43408203125,8,256,1000,256,0.0002
90,0.44287109375,8,256,1000,256,0.0002
91,0.39501953125,8,256,1000,256,0.0002
92,0.481201171875,8,256,1000,256,0.0002
93,0.43505859375,8,256,1000,256,0.0002
94,0.46875,8,256,1000,256,0.0002
95,0.468017578125,8,256,1000,256,0.0002
96,0.434814453125,8,256,1000,256,0.0002
97,0.38330078125,8,256,1000,256,0.0002
98,0.374755859375,8,256,1000,256,0.0002
99,0.44921875,8,256,1000,256,0.0002
100,0.354736328125,8,256,1000,256,0.0002
101,0.460693359375,8,256,1000,256,0.0002
102,0.380859375,8,256,1000,256,0.0002
103,0.43603515625,8,256,1000,256,0.0002
104,0.35986328125,8,256,1000,256,0.0002
105,0.4287109375,8,256,1000,256,0.0002
106,0.463134765625,8,256,1000,256,0.0002
107,0.460205078125,8,256,1000,256,0.0002
108,0.4228515625,8,256,1000,256,0.0002
109,0.3935546875,8,256,1000,256,0.0002
110,0.368896484375,8,256,1000,256,0.0002
111,0.333740234375,8,256,1000,256,0.0002
112,0.438232421875,8,256,1000,256,0.0002
113,0.427490234375,8,256,1000,256,0.0002
114,0.365478515625,8,256,1000,256,0.0002
115,0.396240234375,8,256,1000,256,0.0002
116,0.348876953125,8,256,1000,256,0.0002
117,0.3740234375,8,256,1000,256,0.0002
118,0.410888671875,8,256,1000,256,0.0002
119,0.4326171875,8,256,1000,256,0.0002
120,0.344970703125,8,256,1000,256,0.0002
121,0.320068359375,8,256,1000,256,0.0002
122,0.50341796875,8,256,1000,256,0.0002
123,0.425537109375,8,256,1000,256,0.0002
124,0.48681640625,8,256,1000,256,0.0002
