epoch,loss,image_size,batch_size,timesteps,time_emb_dim,learning_rate
1,1.056640625,8,256,1000,256,0.0002
2,1.0390625,8,256,1000,256,0.0002
3,0.9736328125,8,256,1000,256,0.0002
4,0.93310546875,8,256,1000,256,0.0002
5,0.798828125,8,256,1000,256,0.0002
6,0.89501953125,8,256,1000,256,0.0002
7,0.84326171875,8,256,1000,256,0.0002
8,0.8046875,8,256,1000,256,0.0002
9,0.765625,8,256,1000,256,0.0002
10,0.7822265625,8,256,1000,256,0.0002
11,0.7001953125,8,256,1000,256,0.0002
12,0.7314453125,8,256,1000,256,0.0002
13,0.66162109375,8,256,1000,256,0.0002
14,0.6435546875,8,256,1000,256,0.0002
15,0.60009765625,8,256,1000,256,0.0002
16,0.66015625,8,256,1000,256,0.0002
17,0.61181640625,8,256,1000,256,0.0002
18,0.5537109375,8,256,1000,256,0.0002
19,0.541015625,8,256,1000,256,0.0002
20,0.6044921875,8,256,1000,256,0.0002
21,0.65185546875,8,256,1000,256,0.0002
22,0.486572265625,8,256,1000,256,0.0002
23,0.56494140625,8,256,1000,256,0.0002
24,0.58203125,8,256,1000,256,0.0002
25,0.494384765625,8,256,1000,256,0.0002
26,0.4599609375,8,256,1000,256,0.0002
27,0.517578125,8,256,1000,256,0.0002
28,0.51220703125,8,256,1000,256,0.0002
29,0.499267578125,8,256,1000,256,0.0002
30,0.48974609375,8,256,1000,256,0.0002
31,0.53125,8,256,1000,256,0.0002
32,0.478759765625,8,256,1000,256,0.0002
33,0.5322265625,8,256,1000,256,0.0002
34,0.5859375,8,256,1000,256,0.0002
35,0.466064453125,8,256,1000,256,0.0002
36,0.4052734375,8,256,1000,256,0.0002
37,0.49365234375,8,256,1000,256,0.0002
38,0.482666015625,8,256,1000,256,0.0002
39,0.4677734375,8,256,1000,256,0.0002
40,0.55224609375,8,256,1000,256,0.0002
41,0.390380859375,8,256,1000,256,0.0002
42,0.52880859375,8,256,1000,256,0.0002
43,0.50830078125,8,256,1000,256,0.0002
44,0.489990234375,8,256,1000,256,0.0002
45,0.475830078125,8,256,1000,256,0.0002
46,0.501953125,8,256,1000,256,0.0002
47,0.431396484375,8,256,1000,256,0.0002
48,0.4267578125,8,256,1000,256,0.0002
49,0.379150390625,8,256,1000,256,0.0002
50,0.432861328125,8,256,1000,256,0.0002
51,0.50830078125,8,256,1000,256,0.0002
52,0.52099609375,8,256,1000,256,0.0002
53,0.396484375,8,256,1000,256,0.0002
54,0.486572265625,8,256,1000,256,0.0002
55,0.497802734375,8,256,1000,256,0.0002
56,0.410888671875,8,256,1000,256,0.0002
57,0.457275390625,8,256,1000,256,0.0002
58,0.412109375,8,256,1000,256,0.0002
59,0.37890625,8,256,1000,256,0.0002
60,0.421630859375,8,256,1000,256,0.0002
61,0.436279296875,8,256,1000,256,0.0002
62,0.444091796875,8,256,1000,256,0.0002
63,0.42041015625,8,256,1000,256,0.0002
64,0.447509765625,8,256,1000,256,0.0002
65,0.45751953125,8,256,1000,256,0.0002
66,0.457763671875,8,256,1000,256,0.0002
67,0.400146484375,8,256,1000,256,0.0002
68,0.472412109375,8,256,1000,256,0.0002
69,0.440673828125,8,256,1000,256,0.0002
70,0.481201171875,8,256,1000,256,0.0002
71,0.4619140625,8,256,1000,256,0.0002
72,0.44970703125,8,256,1000,256,0.0002
73,0.43701171875,8,256,1000,256,0.0002
74,0.505859375,8,256,1000,256,0.0002
75,0.423095703125,8,256,1000,256,0.0002
76,0.392578125,8,256,1000,256,0.0002
77,0.52197265625,8,256,1000,256,0.0002
78,0.4189453125,8,256,1000,256,0.0002
79,0.469482421875,8,256,1000,256,0.0002
80,0.32568359375,8,256,1000,256,0.0002
81,0.44921875,8,256,1000,256,0.0002
82,0.443359375,8,256,1000,256,0.0002
83,0.4853515625,8,256,1000,256,0.0002
84,0.380859375,8,256,1000,256,0.0002
85,0.47998046875,8,256,1000,256,0.0002
86,0.5966796875,8,256,1000,256,0.0002
87,0.488037109375,8,256,1000,256,0.0002
88,0.43310546875,8,256,1000,256,0.0002
89,0.422119140625,8,256,1000,256,0.0002
90,0.4931640625,8,256,1000,256,0.0002
91,0.436767578125,8,256,1000,256,0.0002
92,0.52490234375,8,256,1000,256,0.0002
93,0.5107421875,8,256,1000,256,0.0002
94,0.48681640625,8,256,1000,256,0.0002
95,0.473388671875,8,256,1000,256,0.0002
96,0.470947265625,8,256,1000,256,0.0002
97,0.40185546875,8,256,1000,256,0.0002
98,0.462646484375,8,256,1000,256,0.0002
99,0.50146484375,8,256,1000,256,0.0002
100,0.375244140625,8,256,1000,256,0.0002
101,0.4423828125,8,256,1000,256,0.0002
102,0.36962890625,8,256,1000,256,0.0002
103,0.50244140625,8,256,1000,256,0.0002
104,0.392578125,8,256,1000,256,0.0002
105,0.47509765625,8,256,1000,256,0.0002
106,0.484375,8,256,1000,256,0.0002
107,0.5146484375,8,256,1000,256,0.0002
108,0.450927734375,8,256,1000,256,0.0002
109,0.40234375,8,256,1000,256,0.0002
110,0.363037109375,8,256,1000,256,0.0002
111,0.384033203125,8,256,1000,256,0.0002
112,0.45849609375,8,256,1000,256,0.0002
113,0.442626953125,8,256,1000,256,0.0002
114,0.39306640625,8,256,1000,256,0.0002
115,0.401123046875,8,256,1000,256,0.0002
116,0.352294921875,8,256,1000,256,0.0002
117,0.40234375,8,256,1000,256,0.0002
118,0.46533203125,8,256,1000,256,0.0002
119,0.47802734375,8,256,1000,256,0.0002
120,0.35693359375,8,256,1000,256,0.0002
121,0.319580078125,8,256,1000,256,0.0002
122,0.49169921875,8,256,1000,256,0.0002
123,0.48046875,8,256,1000,256,0.0002
124,0.54833984375,8,256,1000,256,0.0002
125,0.444091796875,8,256,1000,256,0.0002
126,0.427001953125,8,256,1000,256,0.0002
127,0.38330078125,8,256,1000,256,0.0002
128,0.501953125,8,256,1000,256,0.0002
129,0.51806640625,8,256,1000,256,0.0002
130,0.41259765625,8,256,1000,256,0.0002
131,0.43896484375,8,256,1000,256,0.0002
132,0.44287109375,8,256,1000,256,0.0002
133,0.42333984375,8,256,1000,256,0.0002
134,0.39208984375,8,256,1000,256,0.0002
135,0.436767578125,8,256,1000,256,0.0002
136,0.4755859375,8,256,1000,256,0.0002
137,0.445068359375,8,256,1000,256,0.0002
138,0.3994140625,8,256,1000,256,0.0002
139,0.50634765625,8,256,1000,256,0.0002
140,0.41943359375,8,256,1000,256,0.0002
141,0.43896484375,8,256,1000,256,0.0002
142,0.4111328125,8,256,1000,256,0.0002
143,0.41796875,8,256,1000,256,0.0002
144,0.343017578125,8,256,1000,256,0.0002
145,0.340576171875,8,256,1000,256,0.0002
146,0.443115234375,8,256,1000,256,0.0002
147,0.3330078125,8,256,1000,256,0.0002
