epoch,loss,image_size,batch_size,timesteps,time_emb_dim,learning_rate
1,2.171875,8,256,1000,256,0.0002
2,2.171875,8,256,1000,256,0.0002
3,2.171875,8,256,1000,256,0.0002
4,2.171875,8,256,1000,256,0.0002
5,2.171875,8,256,1000,256,0.0002
6,2.171875,8,256,1000,256,0.0002
7,2.171875,8,256,1000,256,0.0002
8,2.171875,8,256,1000,256,0.0002
9,2.171875,8,256,1000,256,0.0002
10,2.171875,8,256,1000,256,0.0002
11,2.171875,8,256,1000,256,0.0002
12,2.171875,8,256,1000,256,0.0002
13,2.171875,8,256,1000,256,0.0002
14,2.171875,8,256,1000,256,0.0002
15,2.171875,8,256,1000,256,0.0002
16,2.171875,8,256,1000,256,0.0002
17,2.171875,8,256,1000,256,0.0002
18,2.171875,8,256,1000,256,0.0002
19,2.171875,8,256,1000,256,0.0002
20,2.171875,8,256,1000,256,0.0002
21,2.171875,8,256,1000,256,0.0002
22,2.171875,8,256,1000,256,0.0002
23,2.171875,8,256,1000,256,0.0002
24,2.171875,8,256,1000,256,0.0002
25,2.171875,8,256,1000,256,0.0002
26,2.171875,8,256,1000,256,0.0002
27,2.171875,8,256,1000,256,0.0002
28,2.171875,8,256,1000,256,0.0002
29,2.171875,8,256,1000,256,0.0002
30,2.171875,8,256,1000,256,0.0002
31,2.171875,8,256,1000,256,0.0002
32,2.171875,8,256,1000,256,0.0002
33,2.171875,8,256,1000,256,0.0002
34,2.171875,8,256,1000,256,0.0002
35,2.171875,8,256,1000,256,0.0002
36,2.171875,8,256,1000,256,0.0002
37,2.171875,8,256,1000,256,0.0002
38,2.171875,8,256,1000,256,0.0002
39,2.171875,8,256,1000,256,0.0002
40,2.171875,8,256,1000,256,0.0002
41,2.171875,8,256,1000,256,0.0002
42,2.171875,8,256,1000,256,0.0002
43,2.171875,8,256,1000,256,0.0002
44,2.171875,8,256,1000,256,0.0002
45,2.171875,8,256,1000,256,0.0002
46,2.171875,8,256,1000,256,0.0002
47,2.171875,8,256,1000,256,0.0002
48,2.171875,8,256,1000,256,0.0002
49,2.171875,8,256,1000,256,0.0002
50,2.171875,8,256,1000,256,0.0002
51,2.171875,8,256,1000,256,0.0002
52,2.171875,8,256,1000,256,0.0002
53,2.171875,8,256,1000,256,0.0002
54,2.171875,8,256,1000,256,0.0002
55,2.171875,8,256,1000,256,0.0002
56,2.171875,8,256,1000,256,0.0002
57,2.171875,8,256,1000,256,0.0002
58,2.171875,8,256,1000,256,0.0002
59,2.171875,8,256,1000,256,0.0002
60,2.171875,8,256,1000,256,0.0002
61,2.171875,8,256,1000,256,0.0002
62,2.171875,8,256,1000,256,0.0002
63,2.171875,8,256,1000,256,0.0002
64,2.171875,8,256,1000,256,0.0002
65,2.171875,8,256,1000,256,0.0002
66,2.171875,8,256,1000,256,0.0002
67,2.171875,8,256,1000,256,0.0002
68,2.171875,8,256,1000,256,0.0002
69,2.171875,8,256,1000,256,0.0002
70,2.171875,8,256,1000,256,0.0002
71,2.171875,8,256,1000,256,0.0002
72,2.171875,8,256,1000,256,0.0002
73,2.171875,8,256,1000,256,0.0002
74,2.171875,8,256,1000,256,0.0002
75,2.171875,8,256,1000,256,0.0002
76,2.171875,8,256,1000,256,0.0002
77,2.171875,8,256,1000,256,0.0002
78,2.171875,8,256,1000,256,0.0002
79,2.171875,8,256,1000,256,0.0002
80,2.171875,8,256,1000,256,0.0002
81,2.171875,8,256,1000,256,0.0002
82,2.171875,8,256,1000,256,0.0002
83,2.171875,8,256,1000,256,0.0002
84,2.171875,8,256,1000,256,0.0002
85,2.171875,8,256,1000,256,0.0002
86,2.171875,8,256,1000,256,0.0002
87,2.171875,8,256,1000,256,0.0002
88,2.171875,8,256,1000,256,0.0002
89,2.171875,8,256,1000,256,0.0002
90,2.171875,8,256,1000,256,0.0002
91,2.171875,8,256,1000,256,0.0002
92,2.171875,8,256,1000,256,0.0002
93,2.171875,8,256,1000,256,0.0002
94,2.171875,8,256,1000,256,0.0002
95,2.171875,8,256,1000,256,0.0002
96,2.171875,8,256,1000,256,0.0002
97,2.171875,8,256,1000,256,0.0002
98,2.171875,8,256,1000,256,0.0002
99,2.171875,8,256,1000,256,0.0002
100,2.171875,8,256,1000,256,0.0002
101,2.171875,8,256,1000,256,0.0002
102,2.171875,8,256,1000,256,0.0002
103,2.171875,8,256,1000,256,0.0002
104,2.171875,8,256,1000,256,0.0002
105,2.171875,8,256,1000,256,0.0002
106,2.171875,8,256,1000,256,0.0002
107,2.171875,8,256,1000,256,0.0002
108,2.171875,8,256,1000,256,0.0002
109,2.171875,8,256,1000,256,0.0002
110,2.171875,8,256,1000,256,0.0002
111,2.171875,8,256,1000,256,0.0002
112,2.171875,8,256,1000,256,0.0002
113,2.171875,8,256,1000,256,0.0002
114,2.171875,8,256,1000,256,0.0002
115,2.171875,8,256,1000,256,0.0002
116,2.171875,8,256,1000,256,0.0002
117,2.171875,8,256,1000,256,0.0002
118,2.171875,8,256,1000,256,0.0002
119,2.171875,8,256,1000,256,0.0002
120,2.171875,8,256,1000,256,0.0002
121,2.171875,8,256,1000,256,0.0002
122,2.171875,8,256,1000,256,0.0002
123,2.171875,8,256,1000,256,0.0002
124,2.171875,8,256,1000,256,0.0002
125,2.171875,8,256,1000,256,0.0002
126,2.171875,8,256,1000,256,0.0002
127,2.171875,8,256,1000,256,0.0002
128,2.171875,8,256,1000,256,0.0002
129,2.171875,8,256,1000,256,0.0002
130,2.171875,8,256,1000,256,0.0002
131,2.171875,8,256,1000,256,0.0002
132,2.171875,8,256,1000,256,0.0002
133,2.171875,8,256,1000,256,0.0002
134,2.171875,8,256,1000,256,0.0002
135,2.171875,8,256,1000,256,0.0002
136,2.171875,8,256,1000,256,0.0002
137,2.171875,8,256,1000,256,0.0002
138,2.171875,8,256,1000,256,0.0002
139,2.171875,8,256,1000,256,0.0002
140,2.171875,8,256,1000,256,0.0002
141,2.171875,8,256,1000,256,0.0002
142,2.171875,8,256,1000,256,0.0002
143,2.171875,8,256,1000,256,0.0002
144,2.171875,8,256,1000,256,0.0002
145,2.171875,8,256,1000,256,0.0002
146,2.171875,8,256,1000,256,0.0002
147,2.171875,8,256,1000,256,0.0002
148,2.171875,8,256,1000,256,0.0002
149,2.171875,8,256,1000,256,0.0002
150,2.171875,8,256,1000,256,0.0002
151,2.171875,8,256,1000,256,0.0002
152,2.171875,8,256,1000,256,0.0002
153,2.171875,8,256,1000,256,0.0002
154,2.171875,8,256,1000,256,0.0002
155,2.171875,8,256,1000,256,0.0002
156,2.171875,8,256,1000,256,0.0002
157,2.171875,8,256,1000,256,0.0002
158,2.171875,8,256,1000,256,0.0002
