epoch,loss,image_size,batch_size,timesteps,time_emb_dim,learning_rate
1,1.53515625,8,256,1000,256,0.0002
2,1.6513671875,8,256,1000,256,0.0002
3,1.5322265625,8,256,1000,256,0.0002
4,1.2587890625,8,256,1000,256,0.0002
5,1.5439453125,8,256,1000,256,0.0002
6,1.361328125,8,256,1000,256,0.0002
7,1.314453125,8,256,1000,256,0.0002
8,1.3134765625,8,256,1000,256,0.0002
9,1.2724609375,8,256,1000,256,0.0002
10,1.2431640625,8,256,1000,256,0.0002
11,1.27734375,8,256,1000,256,0.0002
12,1.23046875,8,256,1000,256,0.0002
13,1.072265625,8,256,1000,256,0.0002
14,1.240234375,8,256,1000,256,0.0002
15,1.0390625,8,256,1000,256,0.0002
16,1.015625,8,256,1000,256,0.0002
17,1.1181640625,8,256,1000,256,0.0002
18,1.015625,8,256,1000,256,0.0002
19,1.041015625,8,256,1000,256,0.0002
20,0.9775390625,8,256,1000,256,0.0002
21,0.94921875,8,256,1000,256,0.0002
22,1.083984375,8,256,1000,256,0.0002
23,1.1064453125,8,256,1000,256,0.0002
24,1.1181640625,8,256,1000,256,0.0002
25,0.865234375,8,256,1000,256,0.0002
26,1.0751953125,8,256,1000,256,0.0002
27,0.943359375,8,256,1000,256,0.0002
28,1.046875,8,256,1000,256,0.0002
29,0.95703125,8,256,1000,256,0.0002
30,0.98291015625,8,256,1000,256,0.0002
31,0.9150390625,8,256,1000,256,0.0002
32,0.9306640625,8,256,1000,256,0.0002
33,1.0595703125,8,256,1000,256,0.0002
34,0.9365234375,8,256,1000,256,0.0002
35,0.92724609375,8,256,1000,256,0.0002
36,0.8935546875,8,256,1000,256,0.0002
37,0.8623046875,8,256,1000,256,0.0002
38,0.8798828125,8,256,1000,256,0.0002
39,0.89111328125,8,256,1000,256,0.0002
40,0.90625,8,256,1000,256,0.0002
41,0.904296875,8,256,1000,256,0.0002
42,0.880859375,8,256,1000,256,0.0002
43,0.86962890625,8,256,1000,256,0.0002
44,0.9462890625,8,256,1000,256,0.0002
45,0.6708984375,8,256,1000,256,0.0002
46,0.94921875,8,256,1000,256,0.0002
47,0.78125,8,256,1000,256,0.0002
48,0.83935546875,8,256,1000,256,0.0002
49,0.77978515625,8,256,1000,256,0.0002
50,0.7939453125,8,256,1000,256,0.0002
51,0.75732421875,8,256,1000,256,0.0002
52,0.83447265625,8,256,1000,256,0.0002
53,0.7353515625,8,256,1000,256,0.0002
54,0.8173828125,8,256,1000,256,0.0002
55,0.796875,8,256,1000,256,0.0002
56,0.802734375,8,256,1000,256,0.0002
57,0.79052734375,8,256,1000,256,0.0002
58,0.69775390625,8,256,1000,256,0.0002
59,0.73193359375,8,256,1000,256,0.0002
60,0.7705078125,8,256,1000,256,0.0002
61,0.7294921875,8,256,1000,256,0.0002
62,0.80908203125,8,256,1000,256,0.0002
