epoch,loss,image_size,batch_size,timesteps,time_emb_dim,learning_rate
1,1.150390625,8,256,1000,256,0.0002
2,1.09765625,8,256,1000,256,0.0002
3,1.0185546875,8,256,1000,256,0.0002
4,0.970703125,8,256,1000,256,0.0002
5,0.9033203125,8,256,1000,256,0.0002
6,0.8662109375,8,256,1000,256,0.0002
7,0.92431640625,8,256,1000,256,0.0002
8,0.86474609375,8,256,1000,256,0.0002
9,0.77783203125,8,256,1000,256,0.0002
10,0.826171875,8,256,1000,256,0.0002
11,0.744140625,8,256,1000,256,0.0002
12,0.796875,8,256,1000,256,0.0002
13,0.77490234375,8,256,1000,256,0.0002
14,0.8076171875,8,256,1000,256,0.0002
15,0.77099609375,8,256,1000,256,0.0002
16,0.75244140625,8,256,1000,256,0.0002
17,0.72705078125,8,256,1000,256,0.0002
18,0.71826171875,8,256,1000,256,0.0002
19,0.689453125,8,256,1000,256,0.0002
20,0.7177734375,8,256,1000,256,0.0002
21,0.77001953125,8,256,1000,256,0.0002
22,0.63525390625,8,256,1000,256,0.0002
23,0.68994140625,8,256,1000,256,0.0002
24,0.7724609375,8,256,1000,256,0.0002
25,0.62353515625,8,256,1000,256,0.0002
26,0.58740234375,8,256,1000,256,0.0002
27,0.70361328125,8,256,1000,256,0.0002
28,0.68212890625,8,256,1000,256,0.0002
29,0.64599609375,8,256,1000,256,0.0002
30,0.671875,8,256,1000,256,0.0002
31,0.65576171875,8,256,1000,256,0.0002
32,0.6142578125,8,256,1000,256,0.0002
33,0.67041015625,8,256,1000,256,0.0002
34,0.75244140625,8,256,1000,256,0.0002
35,0.61376953125,8,256,1000,256,0.0002
36,0.576171875,8,256,1000,256,0.0002
37,0.61767578125,8,256,1000,256,0.0002
38,0.62841796875,8,256,1000,256,0.0002
39,0.6337890625,8,256,1000,256,0.0002
40,0.658203125,8,256,1000,256,0.0002
41,0.564453125,8,256,1000,256,0.0002
42,0.61962890625,8,256,1000,256,0.0002
43,0.619140625,8,256,1000,256,0.0002
44,0.5830078125,8,256,1000,256,0.0002
45,0.568359375,8,256,1000,256,0.0002
46,0.61328125,8,256,1000,256,0.0002
47,0.5283203125,8,256,1000,256,0.0002
48,0.53076171875,8,256,1000,256,0.0002
49,0.53857421875,8,256,1000,256,0.0002
50,0.5712890625,8,256,1000,256,0.0002
51,0.56982421875,8,256,1000,256,0.0002
52,0.630859375,8,256,1000,256,0.0002
53,0.4921875,8,256,1000,256,0.0002
54,0.60498046875,8,256,1000,256,0.0002
55,0.654296875,8,256,1000,256,0.0002
56,0.5576171875,8,256,1000,256,0.0002
57,0.58984375,8,256,1000,256,0.0002
58,0.5185546875,8,256,1000,256,0.0002
59,0.5380859375,8,256,1000,256,0.0002
60,0.52978515625,8,256,1000,256,0.0002
61,0.56396484375,8,256,1000,256,0.0002
62,0.515625,8,256,1000,256,0.0002
