epoch,loss,image_size,batch_size,timesteps,time_emb_dim,learning_rate
1,1.08984375,8,256,1000,256,0.0002
2,1.0732421875,8,256,1000,256,0.0002
3,1.005859375,8,256,1000,256,0.0002
4,0.97412109375,8,256,1000,256,0.0002
5,0.892578125,8,256,1000,256,0.0002
6,0.88916015625,8,256,1000,256,0.0002
7,0.89794921875,8,256,1000,256,0.0002
8,0.84521484375,8,256,1000,256,0.0002
9,0.81005859375,8,256,1000,256,0.0002
10,0.8427734375,8,256,1000,256,0.0002
11,0.77587890625,8,256,1000,256,0.0002
12,0.80029296875,8,256,1000,256,0.0002
13,0.78173828125,8,256,1000,256,0.0002
14,0.7607421875,8,256,1000,256,0.0002
15,0.740234375,8,256,1000,256,0.0002
16,0.7529296875,8,256,1000,256,0.0002
17,0.7109375,8,256,1000,256,0.0002
18,0.69287109375,8,256,1000,256,0.0002
19,0.66650390625,8,256,1000,256,0.0002
20,0.69921875,8,256,1000,256,0.0002
21,0.74658203125,8,256,1000,256,0.0002
22,0.63818359375,8,256,1000,256,0.0002
23,0.69189453125,8,256,1000,256,0.0002
24,0.6884765625,8,256,1000,256,0.0002
25,0.662109375,8,256,1000,256,0.0002
26,0.61328125,8,256,1000,256,0.0002
27,0.66650390625,8,256,1000,256,0.0002
28,0.66357421875,8,256,1000,256,0.0002
29,0.62890625,8,256,1000,256,0.0002
30,0.6220703125,8,256,1000,256,0.0002
31,0.6298828125,8,256,1000,256,0.0002
32,0.642578125,8,256,1000,256,0.0002
33,0.65625,8,256,1000,256,0.0002
34,0.66015625,8,256,1000,256,0.0002
35,0.5908203125,8,256,1000,256,0.0002
36,0.5078125,8,256,1000,256,0.0002
37,0.61181640625,8,256,1000,256,0.0002
38,0.61376953125,8,256,1000,256,0.0002
39,0.638671875,8,256,1000,256,0.0002
40,0.63232421875,8,256,1000,256,0.0002
41,0.5390625,8,256,1000,256,0.0002
42,0.58447265625,8,256,1000,256,0.0002
43,0.626953125,8,256,1000,256,0.0002
44,0.58642578125,8,256,1000,256,0.0002
45,0.599609375,8,256,1000,256,0.0002
46,0.61767578125,8,256,1000,256,0.0002
47,0.5400390625,8,256,1000,256,0.0002
48,0.50927734375,8,256,1000,256,0.0002
49,0.537109375,8,256,1000,256,0.0002
50,0.5556640625,8,256,1000,256,0.0002
51,0.60888671875,8,256,1000,256,0.0002
52,0.6025390625,8,256,1000,256,0.0002
53,0.52197265625,8,256,1000,256,0.0002
54,0.57568359375,8,256,1000,256,0.0002
55,0.5986328125,8,256,1000,256,0.0002
56,0.5390625,8,256,1000,256,0.0002
57,0.564453125,8,256,1000,256,0.0002
58,0.50634765625,8,256,1000,256,0.0002
59,0.52392578125,8,256,1000,256,0.0002
60,0.572265625,8,256,1000,256,0.0002
61,0.525390625,8,256,1000,256,0.0002
62,0.51953125,8,256,1000,256,0.0002
63,0.52734375,8,256,1000,256,0.0002
64,0.50537109375,8,256,1000,256,0.0002
65,0.5478515625,8,256,1000,256,0.0002
66,0.517578125,8,256,1000,256,0.0002
67,0.50048828125,8,256,1000,256,0.0002
68,0.51611328125,8,256,1000,256,0.0002
69,0.5400390625,8,256,1000,256,0.0002
70,0.51025390625,8,256,1000,256,0.0002
71,0.55712890625,8,256,1000,256,0.0002
72,0.487548828125,8,256,1000,256,0.0002
73,0.486572265625,8,256,1000,256,0.0002
74,0.5390625,8,256,1000,256,0.0002
75,0.5107421875,8,256,1000,256,0.0002
76,0.43115234375,8,256,1000,256,0.0002
77,0.52392578125,8,256,1000,256,0.0002
78,0.49462890625,8,256,1000,256,0.0002
79,0.5078125,8,256,1000,256,0.0002
80,0.421875,8,256,1000,256,0.0002
81,0.49755859375,8,256,1000,256,0.0002
82,0.490478515625,8,256,1000,256,0.0002
83,0.54931640625,8,256,1000,256,0.0002
84,0.472412109375,8,256,1000,256,0.0002
85,0.5380859375,8,256,1000,256,0.0002
86,0.5986328125,8,256,1000,256,0.0002
87,0.5068359375,8,256,1000,256,0.0002
88,0.5,8,256,1000,256,0.0002
89,0.490234375,8,256,1000,256,0.0002
90,0.50439453125,8,256,1000,256,0.0002
91,0.471923828125,8,256,1000,256,0.0002
92,0.58642578125,8,256,1000,256,0.0002
93,0.4892578125,8,256,1000,256,0.0002
94,0.478271484375,8,256,1000,256,0.0002
